bin_id,load
502,2
503,1
504,1
505,1
506,1
507,2
508,2
509,3
510,3
511,3
512,2
513,2
514,2
515,2
516,3
517,3
518,1
519,1
520,1
521,1
522,1
523,2
524,2
525,3
526,3
527,2
528,2
529,2
530,2
531,3
532,3
533,2
534,1
535,1
536,0
537,1
538,1
539,2
540,3
541,3
542,2
543,2
544,2
545,2
546,2
547,3
548,3
549,2
550,1
551,1
552,1
553,1
554,1
555,2
556,3
557,3
558,2
559,2
560,2
561,2
562,3
563,3
564,2
565,2
566,1
567,1
568,1
569,1
570,1
571,3
572,3
573,2
574,2
575,2
576,2
577,3
578,3
579,3
580,2
581,2
582,1
583,1
584,1
585,1
586,2
587,3
588,2
589,2
590,2
591,2
592,2
593,3
594,3
595,2
596,2
597,2
598,1
599,1
600,1
601,1
602,2
603,3
604,2
605,2
606,2
607,2
608,3
609,3
610,2
611,2
612,2
613,2
614,2
615,1
616,1
617,2
618,2
619,2
620,2
621,2
622,2
623,3
624,3
625,3
626,2
627,2
628,2
629,2
630,2
631,1
632,1
633,2
634,2
635,2
636,2
637,2
638,2
639,3
640,3
641,2
642,2
643,2
644,2
645,2
646,2
647,0
648,1
649,2
650,2
651,2
652,2
653,2
654,3
655,3
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,1
664,1
665,2
666,2
667,2
668,2
669,2
670,3
671,3
672,2
673,2
674,2
675,2
676,3
677,2
678,1
679,1
680,1
681,2
682,2
683,2
684,2
685,3
686,3
687,2
688,2
689,2
690,2
691,3
692,3
693,2
694,1
695,1
696,1
697,2
698,2
699,2
700,3
701,3
702,2
703,2
704,2
705,2
706,2
707,3
708,3
709,1
710,1
711,1
712,1
713,2
714,2
715,2
716,3
717,3
718,2
719,2
720,2
721,2
722,3
723,3
724,2
725,1
726,1
727,1
728,1
729,2
730,2
731,3
732,3
733,2
734,2
735,2
736,2
737,3
738,3
739,3
740,2
741,1
742,1
743,1
744,1
745,2
746,3
747,3
748,2
749,2
750,2
751,2
752,2
753,3
754,3
755,2
756,2
757,1
758,1
759,1
760,1
761,2
762,3
763,3
764,2
765,2
766,2
767,2
768,3
769,3
770,2
771,2
772,2
773,1
774,1
775,1
776,1
777,3
778,3
779,2
780,2
781,2
782,2
783,2
784,3
785,3
786,2
787,2
788,2
789,1
790,1
791,1
792,2
793,3
794,3
795,2
796,2
797,2
798,2
799,3
800,3
801,2
802,2
803,2
804,2
805,1
806,1
807,1
808,2
809,3
810,2
811,2
812,2
813,2
814,3
815,3
816,2
817,2
818,2
819,2
820,2
821,1
822,1
823,2
824,2
825,2
826,2
827,2
828,2
829,2
830,3
831,3
832,2
833,2
834,2
835,2
836,2
837,1
838,1
839,2
840,2
841,2
842,2
843,2
844,2
845,3
846,3
847,2
848,2
849,2
850,2
851,2
852,2
853,1
854,1
855,2
856,2
857,2
858,2
859,2
860,3
861,3
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,1
870,1
871,2
872,2
873,2
874,2
875,2
876,3
877,3
878,2
879,2
880,2
881,2
882,3
883,2
884,1
885,1
886,1
887,2
888,2
889,2
890,2
891,3
892,3
893,2
894,2
895,2
896,2
897,2
898,3
899,2
900,1
901,1
902,1
903,2
904,2
905,2
906,3
907,3
908,3
909,2
910,2
911,2
912,2
913,3
914,3
915,1
916,1
917,1
918,1
919,2
920,2
921,2
922,3
923,3
924,2
925,2
926,2
927,2
928,3
929,3
930,2
931,1
932,1
933,1
934,1
935,2
936,2
937,3
938,3
939,2
940,2
941,2
942,2
943,2
944,3
945,3
946,2
947,1
948,1
949,1
950,1
951,1
952,3
953,3
954,3
955,2
956,2
957,2
958,2
959,3
960,3
961,2
962,2
963,1
964,1
965,1
966,1
967,1
968,3
969,3
970,2
971,2
972,2
973,2
974,3
975,3
976,2
977,2
978,2
979,1
980,1
981,1
982,1
983,2
984,3
985,2
986,2
987,2
988,2
989,2
990,3
991,3
992,2
993,2
994,2
995,1
996,1
997,1
998,1
999,2
